category,comment,rating,date
Mobile Phone,"Picture and video unrelated.  I had my brother receive it as its my birthday gift for him. Feels nice when you hold it and he's happy about the battery life. One thing though is the charger wont charge properly. Minor for us because we have lots of fast chargers in the house.  Thank you, seller!",5,10/6/2021
Mobile Phone,It is my nth time to buy this. And the product is really working well. I got big discounts. It is super worth it. Perfect for highschool students for online classes.,5,10/16/2021
Mobile Phone,"sobrang tagal ng delivery ,  4days pa bago na ship out ..  almost 20 days din bago dumating ..   hahsgzjzksmzgzhgzzjmsbshslslzixhxbxnxhxgzjjzbzhzhzhzjz",3,10/8/2021
Mobile Phone,- Excellent quality - Well-packed - Item has no damage - Item is fully functional - No problem was encountered  Thank you seller!,5,10/5/2021
Mobile Phone,"Thank you so much po. Worth it to buy😘😍 Got this for only 3,123 But the original price is 4540  Order time:09•09 Received:09•21 12 days bago ko na received 😘thank you so much🌻🌻🌻order ulit ako sa 10•10",5,10/2/2021
Mobile Phone,Thank you so much! Well packaged and shipped immediately. Smooth and Hassle free transaction. Thank you seller! Will order again.,5,10/9/2021
Mobile Phone,This is a good deal for me... Got it for a lesser price.... So far in good working condition.... Well packed with box and nka bubble wrap....,5,10/5/2021
Mobile Phone,The product is in good condition when delivered. I hope it will last and in good quality. I'll give 5 star for the overall experience of the seller and product itself plus its price.,5,10/8/2021
Mobile Phone,Bongga yung item. Legit na legit at di nga ako nagsisi Nakuha ko yung item @3700+ during the 9.9 sale...  Panalo talaga bet na bet.,5,10/6/2021
Mobile Phone,"Ang ganda napaka-sulit pa. 😁 Medyo natagalan nga lang ng dating mga more than 2weeks dahil international at Hongkong, China pa galing. Napaka-legit ng shop dahil nga shopee mall. Sulit na sulit nagustuhan ng kapatid ko para sa online class at ml niya. Oorder ulit pag nag sale na naman. 😅",5,10/1/2021
Mobile Phone,The items were in good condition when I received it. What you see is what you get. I like the color of the phone. I was hoping that headset is part of their inclusion. Thank you seller!,5,10/1/2021
Mobile Phone,I ordered this unit last September 9 and I am very happy with this purchase and I am able to trust this store even if it is overseas. This unit is working until now even if one month already passed.,5,10/6/2021
Mobile Phone,The quality of the phone is ok but the packaging Ill give 5 out of 10. Y? You can see in the video that I included naman tsss karton lang then bublewrap? I think medyo di siya ok na packaging considering na phone ung asa loob. Pero oks naman nung dumating took almost 2weeks. Thankyouu anyway.,4,9/26/2021
Mobile Phone,maayos naman nung dumating. wala nga lang earphones at freecase mannlang. pero keri kerinkeri pa rin naman. sana madami pa isale na phones soon,5,10/7/2021
Mobile Phone,"I got it for only 3173 from the 9.9 sale. Original price was around 4500. It was worth the buy for a sale. Hoping that the phone will last. Definitely, a great buy from the 9.9 sale. I was kinda worried kasi medyo matagal yung delivery pero so far so good. Excellent quality for the price of 3173",5,9/26/2021
Mobile Phone,Legit tlaga ung Phone😍 nagustuhan ng aswaKo lalong lalo na ung baby q😂😂 sorry For the late Feedback. Ksi tngnan q muna kung ok tlga xa.  Ung box lng iisang bubble wrap sna nxtym Dmihan ung bubble wrap. To secure the phone.Tnx shoppe❤😘Godbless u seller😊,5,9/30/2021
Mobile Phone,"[Intro: Chris Martin, All] You (You), you are (You are) my universe And I (I) just want (Just want) to put you first And you (You), you are (You are) my universe, and I  [Verse 1: Chris Martin] In the night, I lie and look up at you When the morning comes, I watch you rise There's a paradise they co",5,9/29/2021
Mobile Phone,Fast shipping for 9.9 purchase got it for a very cheap price thank you so much very good quality i hope it will last thank you so much!,5,10/1/2021
Mobile Phone,"Thank you seller, super legit. Thank din xiamo redmi so nice po ng phone hehe. Suuuupppeerrrr haappyyyyy kkkoooo. Ppoooooo.",5,10/11/2021
Mobile Phone,"ordered: 9-9 received: 9-22 from HongKong  Goods naman👍 sulit na for P3,231👌 nung 9.9 sale, very simple packaging, 1 round of packing tape on the outer box and 1 round of bubble wrap on the box of the phone. Malaki tiwala nila sa couriers to protect and not to kupit the package at all cost😅",5,9/22/2021
Mobile Phone,"Ordered last 9.9 Arrived  last 9.18  I got this phone for 3,150.00 using Spay,(installment almost 3500+ din for 3months to pay) Okay naman yung phone, good for call,msgr,fb pngbackup. Thank you Xiaomi fam. This is my first xiaomi phone. I will definitely order again yung pang malakasan naman. 😊👌♥",5,9/26/2021
Mobile Phone,"Medyo matagal delivery pero reasonable naman po kasi overseas siya, maganda yung cellphone and very affordable. Sana po tumagal kasi ipapadala ko pa to sa bicol for my daughter po kasi to i edit ko na lang review after nya magamit, but I'm sure magugustuhan nya to. Thank you so much seller.♥️♥️♥️♥️",5,9/26/2021
Mobile Phone,Pag overseas expect na it takes many weeks to arrived knowing na nasa mindanao ka. But oo lang sulit naman kasi original talaga yung phone.   Para sa tito ko yan kaya di ko agad inopen yung phone.,5,9/28/2021
Mobile Phone,"Ordered Aug 31, shipped out Sep 1, received Sep 8. First cellphone I bought online, from overseas pa. Kabado buksan, but thankfully hindi bato ang laman 😅 Nakaka worry yung packaging, buti wala naman damage. Great quality for a budget fone. Para sa online schooling ng pamangkin ko. Thanks! 👍😊",5,9/27/2021
Mobile Phone,"Cool gadget!!!  Got this on sale...  Shipping is not that fast, but item is secured and safely-packed.   This is global version, so my concern is where to claim the warranty just in case the unit has issues or will have issue in the future.",5,9/30/2021
Mobile Phone,"Five Star. Item is Correct, Excellent quality, the Seller is very Accomodating, well-packed the item, and Shipped Immediately 100%  High Quality and nice Color. Legit and Affordable Recommended Seller 300 off save ka pa Salamat Shopee, Thank you Seller, Shopee SPX Express for fast delivery.",5,9/29/2021
Mobile Phone,Ang ganda grabe! Sulit na sulit yung sale na nga may shop voucher pa nung time na yon kaya napaka sulit talaga ang ganda pa nung phone newly sealed naka bubble wrap at naka box pa halatang iningatan talaga. Thank you redmi! To more sale and budol ang ganda rin nung camera.,5,9/30/2021
Mobile Phone,Will order again.. Worth the price.. Cheap finds.. Cute pa sya.. Excellent quality. Mura sya.. Okay naman yung packing mabilis din dumating. Pwede na sa price niya.,5,9/28/2021
Mobile Phone,It took a while to received the order pero okay lang kasi galing overseas. Di akin ito para to sa ate ko so sabi ko take a picture and video para may proof ng pag open ng parcel. Maayos naman daw yung phone thanks seller ❤,5,9/22/2021
Mobile Phone,Ordered By 9.9 Delivered 9.17 Thank you seller Super worth it ang Price Sobrang Ganda ng Phone Hopefully mag Sale Ulit 😁,5,9/24/2021
Mobile Phone,bought this for my grandma .well packed and the charger is not c type .i always buy xiaomi bec of the reputation but this one freeze a lot,4,9/30/2021
Mobile Phone,"The package is in good condition. Kudos po sa mga nagship at sa rider ❤. Sobrang ganda ng phone. Mabilis din nagship si seller, less than 2 weeks natanggap na agad namin. We'll surely buy again from Xiaomi! 🤩💯",5,11/8/2021
Mobile Phone,"Ordered: 10-10-21 Shipped: 10-29-21 Received: 11-02-21  It took so long but thankful. Well, this package is well-packed, no damage & very secure. Thank You Shoppee. 💯👌",5,11/6/2021
Mobile Phone,"Ordered during 10.10 sale.. received 10.29.. mtagal dumating pero worth it nmn.got a response from seller immediately kung bkit ang tagal maship,due to typhoon dw. Got it at 7,011pesos only. Mabait p c kuya n ngdeliver ngadvise pa before buksan ung item.so far ntuwa ang father ko sa new phone nya.",5,11/1/2021
Mobile Phone,"Package was secured & well-packed. Using the device for five days already, So far, so good. No issues encountered. The camera is clear, also very nice for gaming. This shop is really trustworthy, bought from here multiple times already. Thank you so much! ☺️",5,11/2/2021
Mobile Phone,Its nice.  Very reliable.  Legit yung mga reviews dito mapa positive or negative.  I was just disappointed kasi akala ko may earphones.  But averall a great products.,5,11/4/2021
Mobile Phone,"as of this review, I am happy with the product, this truly is a flagship phone, with specs like these, in relation to its price, good deal it is. i just hope that it will last long just like the previous phone it replaced.",5,11/3/2021
Mobile Phone,Thank you! Item was shipped faster than expected and well packaged! Support team is very reilable on answering the questions i have. The item is working with no defects or damage. Thank you again. Will buy again.,5,11/8/2021
Mobile Phone,Matagal lang ung shipment n-xtend ko ung sa delivery para sure na makarating.  Maganda naman ung phone. 🥰  Salamat sa pa-free na casing! 😊,5,11/4/2021
Mobile Phone,"The delivery took longer than expected. Was ordered 10/10, expected arrival 10/25, reveibed 10/28. Price is better than buying it in a store. Just need a lot of patience with the shipping. Pic not related.",5,11/9/2021
Mobile Phone,Mabilis dumating. Got this for only 7550 sayang magsale pa sa 11.11.  Mura na para sa 6/128 na phone Jsjsjssjajajjajajaja,5,11/10/2021
Mobile Phone,Thankyou so much po! Godbless po 🥰 Napaka ganda pp ng item thanks seller sa uulitin po!! SALAMAT SALAMAT SALAMAT SALAMAT SALAMAT SALAMAT,5,11/4/2021
Mobile Phone,"Medyo matagal sya bago dumating, but mukhang worth the wait. So far okay nman yung phone mejo nagiinit lang ung back sa part ng camera on the long usage.",5,10/30/2021
Mobile Phone,"goods na goods naman sya dumating, waited for medyo matagal lang but it is okay since galing pa sya sa overseas the product is well packaged and wala naman kahit anong dents pati sa box good na good sya",5,10/31/2021
Mobile Phone,I like the phone but I am disappointed in the battery. It says that it has 6000 mah but the battery doesn't really last that long and it is not fast charging but everything aside from that is all okay.,4,11/1/2021
Mobile Phone,"hahahaha sorry irrelevant buuuut it was so good. super sulit tas laki pa ng discount ko sa voucher. amg ganda nyang pang games, ang ganda ng caaaaaaaam ang smooth mya pang laro ng ml tas ang gandaaaa talaga huhu thank u",5,11/4/2021
Mobile Phone,It got to me well! No defect! It works and is super smooth so far! Hopefully it will be durable and last. The camera is clear and the speakers are loud! Thanks to someone who delivered my order! Thanks to the seller as well. Stay humble and God Bless! ♡,5,10/24/2021
Mobile Phone,Maganda.. sakto 6gb ram 126 memorymm medyo matagal dumating... sana may freebie. Wala ding headset or earphone na kasama. 😑,5,10/25/2021
Mobile Phone,"Ordered on October 9, received phone on November 1. Item was well packaged. Item was sealed. No problem encountered so far. Natagalan lang sa shipping kasi overseas. Thank you!",5,11/2/2021
Mobile Phone,It wqs actually my cousin bought this phone cause he needs it for gaming and so far he likes it 😊 I hope it will also last 😁 thank you Xiaomi and Shopee 😊,5,10/26/2021
Mobile Phone,"I will give this store an excellent review since they give me an excellent phone. Thank you so much, you didn't fail my expectation with this phone. Although it takes almost 20 days before I recieve the phone😊",5,10/31/2021
Mobile Phone,Salamat sa free voucher! 😁 malaking discount kaya nka less ako👍 Matagal lang delivery kasi overseas.  it takes 2 weeks before nareceived.😅 Ok naman ang phone.  Malaki ang storage.  Thank you!   Video not related. ✌️,5,11/1/2021
Mobile Phone,Thank you Gary Chua..... Super...fast... transaction... Ang bait pa ng Seller.. Definitely will order again soon!!!!!,5,10/31/2021
Mobile Phone,"Ilang days din bago na ship.. Took awhile bago dumating, a day after the scheduled date of arrival. Ok naman, nagustuhan ng kapatid ko.",4,10/29/2021
Mobile Phone,"sira yung item, stop buying this",1,10/29/2021
Mobile Phone,"The product is nice though it's a little hard to touch-control the leftmost part of the screen. The screen is slow to adjust to new orientation when you rotate the phone. And, some lags occur when switching to different apps. The delivery took more than two weeks to almost three weeks to arrive...",4,10/27/2021
Mobile Phone,Atlast after 14 days ng pag aantay dumating din yung cellphone.. Legit siya d bato hehe 😂😂😂 thank u kay seller dhil nasasagot nia naman chat koh.. Nadelay lang daw dahil may bagyo sa hongkong.. Vinideo na din nman ni rider yung pagbukas ko ng package..,5,10/24/2021
Mobile Phone,I want you to know how pleased I am with the outstanding service you have given me. Sincerely appreciate your responsiveness and the way you conduct business. I have recommended your shop to others because of my satisfaction with your service. Looking forward to my next buy. Item same as the picture,5,10/6/2021
Mobile Phone,"Received the item in a very good condition..it was well packed and hopefully it will work well..my 2nd time ordering in this shop..i will just edit my rating if i will encounter some problems..As of now,👍👍👍👍👍👍! thanks xiaomi.. ❤️❤️",5,10/4/2021
Mobile Phone,Okay naman piro Dami issue daw itong unit .. sana hnd mangyari sa akin Ang deadbot.... Ok rin syA nkamura ako dahil may voucher.. thanks.,5,10/10/2021
Mobile Phone,"ordered MULTIPLE cellphones from this shop, at hindi pa rin ako binibigo. Yes to xiaomi talaga! Thank you so much for the excellent quality of the product!",5,10/5/2021
Mobile Phone,Very secured ang pagka package maganda ang camera tsaka malaki na din ang space may mga pre installed apps lang pero na a uninstall naman kaya no problem nagustuhan ng kapatid ko will order again from this shop,5,10/1/2021
Mobile Phone,"Happy Ate kasi may pang online class na si Bunso. ☺️ Thankyou seller! Thankyou shopee! Hopefully tumagal, magamit to the full! Magandang phone for its price. 😄 Almost same specs na sa phone ko na 5k pricier. Hahaha",5,9/16/2021
Mobile Phone,Got the item after 15 days. Original Xiaomi phone and accessories. Nice phone at its price of 7990. Will buy again soon. Thank you very much.,5,9/13/2021
Mobile Phone,Received the item 1 week earlier than expected date and in good condition. Manipis lang ang bubble wrap pero secured naman ang item. Thank you seller and sa rider! Haven't set up the phone yet. Will update my review soon pag na set up at na test ko na siya talaga 🙂,4,9/21/2021
Mobile Phone,Received the item Sept. 12. Been trying it for 1 week and so far the item is good. Thank you so much for a hassle-free transaction.Till our next transaction. Gobless!,5,9/19/2021
Mobile Phone,Well packed and mabait po c kuyang nag deliver...salamat po 😊😊😊 Ok naman po yung phone mabilis po kaso po walang headseat sayang🤭,5,9/26/2021
Mobile Phone,Ilang beses na ako umuorder dito Laging ok.. thank you,5,9/12/2021
Mobile Phone,"Ordered: Feb 18 Shipped: Feb 20 Received: March 3 I was nervous because the unit is already prepaid. I love that it comes in my fave color 💚 with free jelly case and screen protector. Performance is great. Not really fast charging, but the batt is 6000mAh so I won't complain. Sulit na sulit!",5,3/4/2021
